sample_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,target_name,target
ID227847873__Dry_Green_g,train/ID227847873.jpg,2015/9/29,Vic,Ryegrass_Clover,0.71,3.0,Dry_Green_g,23.9377
ID227847873__Dry_Total_g,train/ID227847873.jpg,2015/9/29,Vic,Ryegrass_Clover,0.71,3.0,Dry_Total_g,40.16
ID227847873__GDM_g,train/ID227847873.jpg,2015/9/29,Vic,Ryegrass_Clover,0.71,3.0,GDM_g,32.5764
ID230058600__Dry_Clover_g,train/ID230058600.jpg,2015/8/21,WA,Clover,0.67,3.0,Dry_Clover_g,46.83
ID230058600__Dry_Dead_g,train/ID230058600.jpg,2015/8/21,WA,Clover,0.67,3.0,Dry_Dead_g,0.0
ID230058600__Dry_Green_g,train/ID230058600.jpg,2015/8/21,WA,Clover,0.67,3.0,Dry_Green_g,0.0
ID230058600__Dry_Total_g,train/ID230058600.jpg,2015/8/21,WA,Clover,0.67,3.0,Dry_Total_g,46.83
ID230058600__GDM_g,train/ID230058600.jpg,2015/8/21,WA,Clover,0.67,3.0,GDM_g,46.83
ID249042826__Dry_Clover_g,train/ID249042826.jpg,2015/9/4,Tas,Clover,0.53,2.8333,Dry_Clover_g,10.6616
ID249042826__Dry_Dead_g,train/ID249042826.jpg,2015/9/4,Tas,Clover,0.53,2.8333,Dry_Dead_g,3.8769
ID249042826__Dry_Green_g,train/ID249042826.jpg,2015/9/4,Tas,Clover,0.53,2.8333,Dry_Green_g,1.8
ID249042826__Dry_Total_g,train/ID249042826.jpg,2015/9/4,Tas,Clover,0.53,2.8333,Dry_Total_g,16.3385
ID249042826__GDM_g,train/ID249042826.jpg,2015/9/4,Tas,Clover,0.53,2.8333,GDM_g,12.4615
ID257822026__Dry_Clover_g,train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,Dry_Clover_g,0.0
ID257822026__Dry_Dead_g,train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,Dry_Dead_g,58.125
ID257822026__Dry_Green_g,train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,Dry_Green_g,24.0
ID257822026__Dry_Total_g,train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,Dry_Total_g,82.125
ID257822026__GDM_g,train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,GDM_g,24.0
ID290369222__Dry_Clover_g,train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,Dry_Clover_g,0.0
ID290369222__Dry_Dead_g,train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,Dry_Dead_g,11.4741
ID290369222__Dry_Green_g,train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,Dry_Green_g,40.8478
ID290369222__Dry_Total_g,train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,Dry_Total_g,52.3219
ID290369222__GDM_g,train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,GDM_g,40.8478
ID294150104__Dry_Clover_g,train/ID294150104.jpg,2015/9/29,Vic,Ryegrass_Clover,0.78,3.0,Dry_Clover_g,13.9876
ID294150104__Dry_Dead_g,train/ID294150104.jpg,2015/9/29,Vic,Ryegrass_Clover,0.78,3.0,Dry_Dead_g,3.167
ID294150104__Dry_Green_g,train/ID294150104.jpg,2015/9/29,Vic,Ryegrass_Clover,0.78,3.0,Dry_Green_g,20.5855
ID294150104__Dry_Total_g,train/ID294150104.jpg,2015/9/29,Vic,Ryegrass_Clover,0.78,3.0,Dry_Total_g,37.74
ID294150104__GDM_g,train/ID294150104.jpg,2015/9/29,Vic,Ryegrass_Clover,0.78,3.0,GDM_g,34.573
ID307060225__Dry_Clover_g,train/ID307060225.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,2.0,Dry_Clover_g,0.3031
ID307060225__Dry_Dead_g,train/ID307060225.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,2.0,Dry_Dead_g,15.6092
ID307060225__Dry_Green_g,train/ID307060225.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,2.0,Dry_Green_g,14.2453
ID307060225__Dry_Total_g,train/ID307060225.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,2.0,Dry_Total_g,30.1575
ID307060225__GDM_g,train/ID307060225.jpg,2015/6/26,Tas,Ryegrass_Clover,0.53,2.0,GDM_g,14.5484
ID315357834__Dry_Clover_g,train/ID315357834.jpg,2015/7/1,Tas,Ryegrass,0.83,6.0,Dry_Clover_g,0.0
ID315357834__Dry_Dead_g,train/ID315357834.jpg,2015/7/1,Tas,Ryegrass,0.83,6.0,Dry_Dead_g,5.7792
ID315357834__Dry_Green_g,train/ID315357834.jpg,2015/7/1,Tas,Ryegrass,0.83,6.0,Dry_Green_g,27.2448
ID315357834__Dry_Total_g,train/ID315357834.jpg,2015/7/1,Tas,Ryegrass,0.83,6.0,Dry_Total_g,33.024
ID315357834__GDM_g,train/ID315357834.jpg,2015/7/1,Tas,Ryegrass,0.83,6.0,GDM_g,27.2448
ID317990700__Dry_Clover_g,train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,Dry_Clover_g,0.0
ID317990700__Dry_Dead_g,train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,Dry_Dead_g,38.1288
ID317990700__Dry_Green_g,train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,Dry_Green_g,27.5062
ID317990700__Dry_Total_g,train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,Dry_Total_g,65.635
ID317990700__GDM_g,train/ID317990700.jpg,2015/9/4,Tas,Ryegrass_Clover,0.75,5.5,GDM_g,27.5062
ID325799913__Dry_Clover_g,train/ID325799913.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,3.2,Dry_Clover_g,2.797
ID325799913__Dry_Dead_g,train/ID325799913.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,3.2,Dry_Dead_g,19.2502
ID325799913__Dry_Green_g,train/ID325799913.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,3.2,Dry_Green_g,11.3527
ID325799913__Dry_Total_g,train/ID325799913.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,3.2,Dry_Total_g,33.4
ID325799913__GDM_g,train/ID325799913.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,3.2,GDM_g,14.1498
ID332742639__Dry_Clover_g,train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,Dry_Clover_g,6.4127
ID332742639__Dry_Dead_g,train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,Dry_Dead_g,3.3949
ID332742639__Dry_Green_g,train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,Dry_Green_g,19.9924
ID332742639__Dry_Total_g,train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,Dry_Total_g,29.8
ID332742639__GDM_g,train/ID332742639.jpg,2015/8/18,Vic,Phalaris_Clover,0.77,2.5,GDM_g,26.4051
ID342818398__Dry_Clover_g,train/ID342818398.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Clover_g,24.0237
ID342818398__Dry_Dead_g,train/ID342818398.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Dead_g,3.1815
ID342818398__Dry_Green_g,train/ID342818398.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Green_g,13.8948
ID342818398__Dry_Total_g,train/ID342818398.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,Dry_Total_g,41.1
ID342818398__GDM_g,train/ID342818398.jpg,2015/9/29,Vic,Ryegrass_Clover,0.72,3.0,GDM_g,37.9185
ID344618040__Dry_Clover_g,train/ID344618040.jpg,2015/5/18,Tas,Ryegrass,0.6,4.0,Dry_Clover_g,0.0
ID344618040__Dry_Dead_g,train/ID344618040.jpg,2015/5/18,Tas,Ryegrass,0.6,4.0,Dry_Dead_g,6.7327
ID344618040__Dry_Green_g,train/ID344618040.jpg,2015/5/18,Tas,Ryegrass,0.6,4.0,Dry_Green_g,14.9081
ID344618040__Dry_Total_g,train/ID344618040.jpg,2015/5/18,Tas,Ryegrass,0.6,4.0,Dry_Total_g,21.6408
ID344618040__GDM_g,train/ID344618040.jpg,2015/5/18,Tas,Ryegrass,0.6,4.0,GDM_g,14.9081
ID353424190__Dry_Clover_g,train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,Dry_Clover_g,0.0
ID353424190__Dry_Dead_g,train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,Dry_Dead_g,6.2143
ID353424190__Dry_Green_g,train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,Dry_Green_g,22.7857
ID353424190__Dry_Total_g,train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,Dry_Total_g,29.0
ID353424190__GDM_g,train/ID353424190.jpg,2015/2/25,NSW,Fescue,0.41,6.0,GDM_g,22.7857
ID353997899__Dry_Clover_g,train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,Dry_Clover_g,9.5934
ID353997899__Dry_Dead_g,train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,Dry_Dead_g,35.7574
ID353997899__Dry_Green_g,train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,Dry_Green_g,7.8492
ID353997899__Dry_Total_g,train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,Dry_Total_g,53.2
ID353997899__GDM_g,train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,GDM_g,17.4426
ID354528442__Dry_Clover_g,train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Clover_g,0.0
ID354528442__Dry_Dead_g,train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Dead_g,8.3077
ID354528442__Dry_Green_g,train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Green_g,56.4923
ID354528442__Dry_Total_g,train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,Dry_Total_g,64.8
ID354528442__GDM_g,train/ID354528442.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,GDM_g,56.4923
ID363069566__Dry_Clover_g,train/ID363069566.jpg,2015/5/19,Tas,Ryegrass_Clover,0.68,3.0,Dry_Clover_g,0.2
ID363069566__Dry_Dead_g,train/ID363069566.jpg,2015/5/19,Tas,Ryegrass_Clover,0.68,3.0,Dry_Dead_g,5.5
ID363069566__Dry_Green_g,train/ID363069566.jpg,2015/5/19,Tas,Ryegrass_Clover,0.68,3.0,Dry_Green_g,12.5
ID363069566__Dry_Total_g,train/ID363069566.jpg,2015/5/19,Tas,Ryegrass_Clover,0.68,3.0,Dry_Total_g,18.2
ID363069566__GDM_g,train/ID363069566.jpg,2015/5/19,Tas,Ryegrass_Clover,0.68,3.0,GDM_g,12.7
ID364856705__Dry_Clover_g,train/ID364856705.jpg,2015/9/3,Tas,Ryegrass_Clover,0.85,3.3333,Dry_Clover_g,2.7638
ID364856705__Dry_Dead_g,train/ID364856705.jpg,2015/9/3,Tas,Ryegrass_Clover,0.85,3.3333,Dry_Dead_g,4.6064
ID364856705__Dry_Green_g,train/ID364856705.jpg,2015/9/3,Tas,Ryegrass_Clover,0.85,3.3333,Dry_Green_g,34.0871
ID364856705__Dry_Total_g,train/ID364856705.jpg,2015/9/3,Tas,Ryegrass_Clover,0.85,3.3333,Dry_Total_g,41.4573
ID364856705__GDM_g,train/ID364856705.jpg,2015/9/3,Tas,Ryegrass_Clover,0.85,3.3333,GDM_g,36.8509
ID380752847__Dry_Clover_g,train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,Dry_Clover_g,0.0
ID380752847__Dry_Dead_g,train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,Dry_Dead_g,0.0
ID380752847__Dry_Green_g,train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,Dry_Green_g,58.98
ID380752847__Dry_Total_g,train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,Dry_Total_g,58.98
ID380752847__GDM_g,train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,GDM_g,58.98
ID383231615__Dry_Clover_g,train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,Dry_Clover_g,3.1698
ID383231615__Dry_Dead_g,train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,Dry_Dead_g,5.7057
ID383231615__Dry_Green_g,train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,Dry_Green_g,24.7245
ID383231615__Dry_Total_g,train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,Dry_Total_g,33.6
ID383231615__GDM_g,train/ID383231615.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,4.0,GDM_g,27.8943
ID384648061__Dry_Clover_g,train/ID384648061.jpg,2015/10/6,NSW,Fescue,0.85,14.6667,Dry_Clover_g,0.0
ID384648061__Dry_Dead_g,train/ID384648061.jpg,2015/10/6,NSW,Fescue,0.85,14.6667,Dry_Dead_g,27.7164
ID384648061__Dry_Green_g,train/ID384648061.jpg,2015/10/6,NSW,Fescue,0.85,14.6667,Dry_Green_g,157.9836
ID384648061__Dry_Total_g,train/ID384648061.jpg,2015/10/6,NSW,Fescue,0.85,14.6667,Dry_Total_g,185.7
ID384648061__GDM_g,train/ID384648061.jpg,2015/10/6,NSW,Fescue,0.85,14.6667,GDM_g,157.9836
ID386216505__Dry_Clover_g,train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,Dry_Clover_g,3.0667
ID386216505__Dry_Dead_g,train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,Dry_Dead_g,7.6667
ID386216505__Dry_Green_g,train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,Dry_Green_g,21.4667
ID386216505__Dry_Total_g,train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,Dry_Total_g,32.2
ID386216505__GDM_g,train/ID386216505.jpg,2015/8/14,Vic,Phalaris_Clover,0.63,4.0,GDM_g,24.5333
ID397994621__Dry_Clover_g,train/ID397994621.jpg,2015/5/7,NSW,Fescue,0.86,9.0,Dry_Clover_g,0.0
ID397994621__Dry_Dead_g,train/ID397994621.jpg,2015/5/7,NSW,Fescue,0.86,9.0,Dry_Dead_g,0.0
ID397994621__Dry_Green_g,train/ID397994621.jpg,2015/5/7,NSW,Fescue,0.86,9.0,Dry_Green_g,81.0
ID397994621__Dry_Total_g,train/ID397994621.jpg,2015/5/7,NSW,Fescue,0.86,9.0,Dry_Total_g,81.0
ID397994621__GDM_g,train/ID397994621.jpg,2015/5/7,NSW,Fescue,0.86,9.0,GDM_g,81.0
ID407646960__Dry_Clover_g,train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,Dry_Clover_g,0.0
ID407646960__Dry_Dead_g,train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,Dry_Dead_g,35.5862
ID407646960__Dry_Green_g,train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,Dry_Green_g,71.9138
ID407646960__Dry_Total_g,train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,Dry_Total_g,107.5
ID407646960__GDM_g,train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,GDM_g,71.9138
ID40849327__Dry_Clover_g,train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Clover_g,51.97
ID40849327__Dry_Dead_g,train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Dead_g,0.0
ID40849327__Dry_Green_g,train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Green_g,0.0
ID40849327__Dry_Total_g,train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,Dry_Total_g,51.97
ID40849327__GDM_g,train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,GDM_g,51.97
ID415656958__Dry_Clover_g,train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Clover_g,1.0707
ID415656958__Dry_Dead_g,train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Dead_g,11.2424
ID415656958__Dry_Green_g,train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Green_g,4.8182
ID415656958__Dry_Total_g,train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,Dry_Total_g,17.1313
ID415656958__GDM_g,train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,GDM_g,5.8889
ID423506847__Dry_Clover_g,train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,Dry_Clover_g,0.9821
ID423506847__Dry_Dead_g,train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,Dry_Dead_g,10.8036
ID423506847__Dry_Green_g,train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,Dry_Green_g,43.2143
ID423506847__Dry_Total_g,train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,Dry_Total_g,55.0
ID423506847__GDM_g,train/ID423506847.jpg,2015/8/18,Vic,Phalaris_Clover,0.84,5.0,GDM_g,44.1964
ID429799190__Dry_Clover_g,train/ID429799190.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.44,4.5,Dry_Clover_g,5.9241
ID429799190__Dry_Dead_g,train/ID429799190.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.44,4.5,Dry_Dead_g,21.8114
ID429799190__Dry_Green_g,train/ID429799190.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.44,4.5,Dry_Green_g,16.9645
ID429799190__Dry_Total_g,train/ID429799190.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.44,4.5,Dry_Total_g,44.7
ID429799190__GDM_g,train/ID429799190.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.44,4.5,GDM_g,22.8886
ID431471530__Dry_Clover_g,train/ID431471530.jpg,2015/4/1,NSW,Lucerne,0.78,32.0,Dry_Clover_g,0.0
ID431471530__Dry_Dead_g,train/ID431471530.jpg,2015/4/1,NSW,Lucerne,0.78,32.0,Dry_Dead_g,1.2764
ID431471530__Dry_Green_g,train/ID431471530.jpg,2015/4/1,NSW,Lucerne,0.78,32.0,Dry_Green_g,45.5236
ID431471530__Dry_Total_g,train/ID431471530.jpg,2015/4/1,NSW,Lucerne,0.78,32.0,Dry_Total_g,46.8
ID431471530__GDM_g,train/ID431471530.jpg,2015/4/1,NSW,Lucerne,0.78,32.0,GDM_g,45.5236
ID443091455__Dry_Clover_g,train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,Dry_Clover_g,22.2594
ID443091455__Dry_Dead_g,train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,Dry_Dead_g,11.9858
ID443091455__Dry_Green_g,train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,Dry_Green_g,26.2547
ID443091455__Dry_Total_g,train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,Dry_Total_g,60.5
ID443091455__GDM_g,train/ID443091455.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,GDM_g,48.5142
ID4464212__Dry_Clover_g,train/ID4464212.jpg,2015/5/18,Tas,Ryegrass,0.87,6.0,Dry_Clover_g,2.3192
ID4464212__Dry_Dead_g,train/ID4464212.jpg,2015/5/18,Tas,Ryegrass,0.87,6.0,Dry_Dead_g,8.1172
ID4464212__Dry_Green_g,train/ID4464212.jpg,2015/5/18,Tas,Ryegrass,0.87,6.0,Dry_Green_g,28.4103
ID4464212__Dry_Total_g,train/ID4464212.jpg,2015/5/18,Tas,Ryegrass,0.87,6.0,Dry_Total_g,38.8467
ID4464212__GDM_g,train/ID4464212.jpg,2015/5/18,Tas,Ryegrass,0.87,6.0,GDM_g,30.7295
ID471758347__Dry_Clover_g,train/ID471758347.jpg,2015/8/14,Vic,Phalaris_Clover,0.74,6.0,Dry_Clover_g,0.0
ID471758347__Dry_Dead_g,train/ID471758347.jpg,2015/8/14,Vic,Phalaris_Clover,0.74,6.0,Dry_Dead_g,3.3222
ID471758347__Dry_Green_g,train/ID471758347.jpg,2015/8/14,Vic,Phalaris_Clover,0.74,6.0,Dry_Green_g,26.5778
ID471758347__Dry_Total_g,train/ID471758347.jpg,2015/8/14,Vic,Phalaris_Clover,0.74,6.0,Dry_Total_g,29.9
ID471758347__GDM_g,train/ID471758347.jpg,2015/8/14,Vic,Phalaris_Clover,0.74,6.0,GDM_g,26.5778
ID473494649__Dry_Clover_g,train/ID473494649.jpg,2015/9/1,WA,SubcloverDalkeith,0.54,1.0,Dry_Clover_g,10.88
ID473494649__Dry_Dead_g,train/ID473494649.jpg,2015/9/1,WA,SubcloverDalkeith,0.54,1.0,Dry_Dead_g,0.0
ID473494649__Dry_Green_g,train/ID473494649.jpg,2015/9/1,WA,SubcloverDalkeith,0.54,1.0,Dry_Green_g,0.0
ID473494649__Dry_Total_g,train/ID473494649.jpg,2015/9/1,WA,SubcloverDalkeith,0.54,1.0,Dry_Total_g,10.88
ID473494649__GDM_g,train/ID473494649.jpg,2015/9/1,WA,SubcloverDalkeith,0.54,1.0,GDM_g,10.88
ID475010202__Dry_Clover_g,train/ID475010202.jpg,2015/9/1,WA,SubcloverLosa,0.71,1.0,Dry_Clover_g,36.76
ID475010202__Dry_Dead_g,train/ID475010202.jpg,2015/9/1,WA,SubcloverLosa,0.71,1.0,Dry_Dead_g,0.0
ID475010202__Dry_Green_g,train/ID475010202.jpg,2015/9/1,WA,SubcloverLosa,0.71,1.0,Dry_Green_g,0.0
ID475010202__Dry_Total_g,train/ID475010202.jpg,2015/9/1,WA,SubcloverLosa,0.71,1.0,Dry_Total_g,36.76
ID475010202__GDM_g,train/ID475010202.jpg,2015/9/1,WA,SubcloverLosa,0.71,1.0,GDM_g,36.76
ID482555369__Dry_Clover_g,train/ID482555369.jpg,2015/7/1,Tas,Ryegrass,0.34,3.0,Dry_Clover_g,0.0
ID482555369__Dry_Dead_g,train/ID482555369.jpg,2015/7/1,Tas,Ryegrass,0.34,3.0,Dry_Dead_g,15.9
ID482555369__Dry_Green_g,train/ID482555369.jpg,2015/7/1,Tas,Ryegrass,0.34,3.0,Dry_Green_g,2.5
ID482555369__Dry_Total_g,train/ID482555369.jpg,2015/7/1,Tas,Ryegrass,0.34,3.0,Dry_Total_g,18.4
ID482555369__GDM_g,train/ID482555369.jpg,2015/7/1,Tas,Ryegrass,0.34,3.0,GDM_g,2.5
ID48303557__Dry_Clover_g,train/ID48303557.jpg,2015/6/26,Tas,Ryegrass_Clover,0.8,4.0,Dry_Clover_g,0.0
ID48303557__Dry_Dead_g,train/ID48303557.jpg,2015/6/26,Tas,Ryegrass_Clover,0.8,4.0,Dry_Dead_g,13.2399
ID48303557__Dry_Green_g,train/ID48303557.jpg,2015/6/26,Tas,Ryegrass_Clover,0.8,4.0,Dry_Green_g,60.0887
ID48303557__Dry_Total_g,train/ID48303557.jpg,2015/6/26,Tas,Ryegrass_Clover,0.8,4.0,Dry_Total_g,73.3286
ID48303557__GDM_g,train/ID48303557.jpg,2015/6/26,Tas,Ryegrass_Clover,0.8,4.0,GDM_g,60.0887
ID488873801__Dry_Clover_g,train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,Dry_Clover_g,0.7552
ID488873801__Dry_Dead_g,train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,Dry_Dead_g,8.3076
ID488873801__Dry_Green_g,train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,Dry_Green_g,22.9088
ID488873801__Dry_Total_g,train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,Dry_Total_g,31.9716
ID488873801__GDM_g,train/ID488873801.jpg,2015/6/26,Tas,Ryegrass_Clover,0.62,2.0,GDM_g,23.664
ID490139972__Dry_Clover_g,train/ID490139972.jpg,2015/5/18,Tas,Ryegrass,0.79,9.0,Dry_Clover_g,0.0
ID490139972__Dry_Dead_g,train/ID490139972.jpg,2015/5/18,Tas,Ryegrass,0.79,9.0,Dry_Dead_g,9.9537
ID490139972__Dry_Green_g,train/ID490139972.jpg,2015/5/18,Tas,Ryegrass,0.79,9.0,Dry_Green_g,35.9864
ID490139972__Dry_Total_g,train/ID490139972.jpg,2015/5/18,Tas,Ryegrass,0.79,9.0,Dry_Total_g,45.9401
ID490139972__GDM_g,train/ID490139972.jpg,2015/5/18,Tas,Ryegrass,0.79,9.0,GDM_g,35.9864
ID498304885__Dry_Clover_g,train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,Dry_Clover_g,0.0
ID498304885__Dry_Dead_g,train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,Dry_Dead_g,7.4132
ID498304885__Dry_Green_g,train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,Dry_Green_g,22.4868
ID498304885__Dry_Total_g,train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,Dry_Total_g,29.9
ID498304885__GDM_g,train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,GDM_g,22.4868
ID50027657__Dry_Clover_g,train/ID50027657.jpg,2015/8/14,Vic,Phalaris_Clover,0.76,4.0,Dry_Clover_g,7.2429
ID50027657__Dry_Dead_g,train/ID50027657.jpg,2015/8/14,Vic,Phalaris_Clover,0.76,4.0,Dry_Dead_g,3.6214
ID50027657__Dry_Green_g,train/ID50027657.jpg,2015/8/14,Vic,Phalaris_Clover,0.76,4.0,Dry_Green_g,39.8357
ID50027657__Dry_Total_g,train/ID50027657.jpg,2015/8/14,Vic,Phalaris_Clover,0.76,4.0,Dry_Total_g,50.7
ID50027657__GDM_g,train/ID50027657.jpg,2015/8/14,Vic,Phalaris_Clover,0.76,4.0,GDM_g,47.0786
ID520514019__Dry_Clover_g,train/ID520514019.jpg,2015/7/2,Vic,Ryegrass_Clover,0.73,3.0,Dry_Clover_g,1.687
ID520514019__Dry_Dead_g,train/ID520514019.jpg,2015/7/2,Vic,Ryegrass_Clover,0.73,3.0,Dry_Dead_g,3.3739
